id,title,year
2804,A Christmas Story,1983
2805,Mickey Blue Eyes,1999
2806,Teaching Mrs. Tingle,1999
2807,Universal Soldier: The Return,1999
2808,Universal Soldier,1992
2809,Love Stinks,1999
2810,Perfect Blue,1998
2811,With Friends Like These...,1998
2812,In Too Deep,1999
2813,The Source,1999
2814,The Vampire Bat,1933
2815,Iron Eagle,1986
2816,Iron Eagle II,1988
2817,Aces: Iron Eagle III,1992
2818,Iron Eagle IV,1995
2819,Three Days of the Condor,1975
2820,Hamlet,1996
2821,Male and Female,1919
2822,Medicine Man,1992
2823,"Die Spinnen, 1. Teil - Der Goldene See",1919
2824,On the Ropes,1999
2825,Ring Around the Rosie,2006
2826,The 13th Warrior,1999
2827,The Astronaut's Wife,1999
2829,The Muse,1999
2830,Bure baruta,1998
2831,A Dog of Flanders,1999
2832,The Lost Son,1999
2833,Lucie Aubrac,1997
2834,"Martha - Meet Frank, Daniel and Laurence",1998
2835,Chill Factor,1999
2836,Outside Providence,1999
2837,Bedrooms and Hallways,1998
2839,West Beyrouth (À l'abri les enfants),1998
2840,Stigmata,1999
2841,Stir of Echoes,1999
2842,Best Laid Plans,1999
2843,"Crna macka, beli macor",1998
2844,The Minus Man,1999
2845,Whiteboyz,1999
2846,Koneko monogatari,1986
2847,Only Angels Have Wings,1939
2848,Othello,1995
2849,Queens Logic,1991
2850,Wayne's World,1992
2851,Saturn 3,1980
2852,A Soldier's Story,1984
2853,Communion,1976
2854,The Forgotten,1973
2855,The Power of Nightmares: The Rise of the Politics of Fear,2004
2856,I Saw What You Did,1965
2857,Yellow Submarine,1968
2858,American Beauty,1999
2859,Stop Making Sense,1984
2860,Blue Streak,1999
2861,For Love of the Game,1999
2862,Caligola,1979
2863,A Hard Day's Night,1964
2864,American Splendor,2003
2865,Sugar Town,1999
2866,The Buddy Holly Story,1978
2867,Fright Night,1985
2868,Fright Night Part 2,1988
2869,La séparation,1994
2870,Barefoot in the Park,1967
2871,Deliverance,1972
2872,Excalibur,1981
2873,Lulu on the Bridge,1998
2874,The Pajama Game,1957
2875,Sommersby,1993
2876,Thumbelina,1994
2877,Tommy,1975
2878,Hell Night,1981
2879,Fei ying gai wak,1991
2880,Long xiong hu di,1987
2881,Double Jeopardy,1999
2882,Jakob the Liar,1999
2883,Mumford,1999
2884,Dog Park,1998
2885,Guinevere,1999
2886,The Adventures of Elmo in Grouchland,1999
2887,Simon Sez,1999
2888,She Drives Me Crazy,2007
2889,"Mystery, Alaska",1999
2890,Three Kings,1999
2891,"Happy, Texas",1999
2892,New Rose Hotel,1998
2893,Plunkett & Macleane,1999
2894,Romance,1999
2895,Napoleon and Samantha,1972
2896,Alvarez Kelly,1966
2897,E la nave va,1983
2898,The Dark Half,1993
2899,Gulliver's Travels,1939
2900,Monkey Shines,1988
2901,Phantasm,1979
2902,American Psycho II: All American Girl,2002
2903,Psycho III,1986
2904,Singin' in the Rain,1952
2905,Tsubaki Sanjûrô,1962
2906,Random Hearts,1999
2907,Superstar,1999
2908,Boys Don't Cry,1999
2910,L'ennui,1998
2911,El abuelo,1998
2912,The Limey,1999
2913,The Mating Habits of the Earthbound Human,1999
2914,The Haunting of Molly Hartley,2008
2915,Risky Business,1983
2916,Total Recall,1990
2917,Body Heat,1981
2918,Ferris Bueller's Day Off,1986
2919,The Year of Living Dangerously,1982
2920,Les enfants du paradis,1945
2921,High Plains Drifter,1973
2922,Hang 'Em High,1968
2923,Handle with Care,1977
2924,Jui kuen II,1994
2925,Il conformista,1970
2926,Hairspray,2007
2927,Brief Encounter,1945
2928,The Razor's Edge,1984
2929,Trois couleurs: Rouge,1994
2930,Return with Honor,1998
2931,Dom za vesanje,1988
2932,Days of Heaven,1978
2933,Le feu follet,1963
2934,El amor brujo,1986
2935,The Lady Eve,1941
2936,Sullivan's Travels,1941
2937,The Palm Beach Story,1942
2938,Hombre mirando al sudeste,1986
2939,Niagara,1953
2940,Gilda,1946
2941,South Pacific,1958
2942,Flashdance,1983
2943,Indochine,1992
2944,The Dirty Dozen,1967
2945,Mike's Murder,1984
2946,Help!,1965
2947,Goldfinger,1964
2948,From Russia with Love,1963
2949,Dr. No,1962
2950,The Blue Lagoon,1980
2951,Per un pugno di dollari,1964
2952,Sydney,1996
2953,Home Alone 2: Lost in New York,1992
2954,Penitentiary,1979
2955,Penitentiary II,1982
2956,Someone to Watch Over Me,1987
2958,Naturally Native,1998
2959,Fight Club,1999
2960,Beefcake,1998
2961,The Story of Us,1999
2962,Fever Pitch,2005
2963,Joe the King,1999
2964,Julien Donkey-Boy,1999
2965,The Omega Code,1999
2966,The Straight Story,1999
2967,The Bad Seed,1956
2968,Time Bandits,1981
2969,Un homme et une femme,1966
2970,Fitzcarraldo,1982
2971,All That Jazz,1979
2972,Hong gao liang,1987
2973,Crimes and Misdemeanors,1989
2974,The Vampire Bat,1933
2975,The Best Man,2005
2976,Bringing Out the Dead,1999
2977,Crazy in Alabama,1999
2978,Three to Tango,1999
2979,Body Shots,1999
2981,Brother Can You Spare a Dime,1975
2982,The Guardian,2006
2983,The Ipcress File,1965
2984,On Any Sunday,1971
2985,RoboCop,1987
2986,RoboCop 2,1990
2987,Who Framed Roger Rabbit,1988
2988,Melvin and Howard,1980
2989,For Your Eyes Only,1981
2990,Licence to Kill,1989
2991,Live and Let Die,1973
2992,Rawhead Rex,1986
2993,Thunderball,1965
2994,City Lights,1931
2995,House on Haunted Hill,1999
2996,Music of the Heart,1999
2997,Being John Malkovich,1999
2998,Dreaming of Joseph Lees,1999
2999,Man of the Century,1999
3000,Mononoke-hime,1997
3001,The Suburbans,1999
3002,Mein liebster Feind - Klaus Kinski,1999
3003,Train de vie,1998
3004,The Bachelor,1999
3005,The Bone Collector,1999
3006,Inside Man,2006
3007,American Movie,1999
3008,Last Night,1998
3010,Rosetta,1999
3011,"They Shoot Horses, Don't They?",1969
3012,Battling Butler,1926
3013,Bride of Re-Animator,1990
3014,Bustin' Loose,1981
3015,Coma,1978
3016,Creepshow,1982
3017,Creepshow 2,1987
3018,Re-Animator,1985
3019,Drugstore Cowboy,1989
3020,Falling Down,1993
3021,The Funhouse,1981
3022,The General,1926
3024,Piranha,1978
3025,Rough Night in Jericho,1967
3026,Slaughterhouse-Five,1972
3027,Slaughterhouse-Five,1972
3028,The Taming of the Shrew,1967
3029,Nighthawks,1981
3030,Yôjinbô,1961
3031,Repo! The Genetic Opera,2008
3032,The Omega Man,1971
3033,Spaceballs,1987
3034,Robin Hood: Prince of Thieves,1991
3035,Mister Roberts,1955
3036,La guerre du feu,1981
3037,Little Big Man,1970
3038,A Face in the Crowd,1957
3039,Trading Places,1983
3040,Meatballs,1979
3041,Meatballs Part II,1984
3042,Meatballs III: Summer Job,1986
3043,Meatballs 4,1992
3044,Dead Again,1991
3045,Peter's Friends,1992
3046,The Incredibly True Adventure of Two Girls in Love,1995
3047,Experience Preferred... But Not Essential,1982
3048,Under the Rainbow,1981
3049,How I Won the War,1967
3050,Light It Up,1999
3051,Anywhere But Here,1999
3052,Dogma,1999
3053,Joan of Arc,1999
3054,Pokémon: The First Movie,1999
3055,Felicia's Journey,1999
3056,Oxygen,1999
3057,Where's Marlowe?,1998
3058,Planet of the Apes,1968
3060,The Commitments,1991
3061,Holiday Inn,1942
3062,The Longest Day,1962
3063,Poison Ivy,1992
3064,Poison Ivy: The New Seduction,1997
3065,Nothing to Lose,1997
3066,Tora! Tora! Tora!,1970
3067,Mujeres al borde de un ataque de nervios,1988
3068,The Verdict,1982
3069,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972
3070,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984
3071,Stand and Deliver,1988
3072,Moonstruck,1987
3073,The Sandpiper,1965
3074,Jeremiah Johnson,1972
3075,Repulsion,1965
3076,Irma la Douce,1963
3077,42: Forty Two Up,1998
3078,Liberty Heights,1999
3079,Mansfield Park,1999
3081,Sleepy Hollow,1999
3082,The World Is Not Enough,1999
3083,Todo sobre mi madre,1999
3085,La morte vivante,1982
3086,Babes in Toyland,1934
3087,Scrooged,1988
3088,Last Chance Harvey,2008
3089,Ladri di biciclette,1948
3090,Matewan,1987
3091,Kagemusha,1980
3092,Chûshingura,1962
3093,McCabe & Mrs. Miller,1971
3094,Maurice,1987
3095,The Grapes of Wrath,1940
3096,My Man Godfrey,1936
3097,The Shop Around the Corner,1940
3098,The Natural,1984
3099,Shampoo,1975
3100,A River Runs Through It,1992
3101,Fatal Attraction,1987
3102,Jagged Edge,1985
3103,Stanley & Iris,1989
3104,Midnight Run,1988
3105,Awakenings,1990
3106,Come See the Paradise,1990
3107,Backdraft,1991
3108,The Fisher King,1991
3109,Frozen River,2008
3110,North Country,2005
3111,Places in the Heart,1984
3112,"'night, Mother",1986
3113,End of Days,1999
3114,Toy Story,1995
3115,Flawless,2007
3116,Miss Julie,1999
3117,Ride with the Devil,1999
3118,Tumbleweeds,1999
3119,Reazione a catena,1971
3120,The Distinguished Gentleman,1992
3121,The Hitch-Hiker,1953
3122,Santa Fe Trail,1940
3124,Agnes Browne,1999
3125,The End of the Affair,1999
3126,The End of the Affair,1999
3127,Holy Smoke,1999
3128,A Map of the World,1999
3129,Sweet and Lowdown,1999
3130,The Bonfire of the Vanities,1990
3131,Broadway Damage,1997
3132,Daddy Long Legs,1955
3133,Go West,1940
3134,La grande illusion,1937
3135,The Great Santini,1979
3136,The James Dean Story,1957
3137,The Sea Wolves,1980
3138,Stealing Home,1988
3139,Tarzan the Fearless,1933
3140,Three Ages,1923
3141,The Two Jakes,1990
3142,U2: Rattle and Hum,1988
3143,Hell in the Pacific,1968
3144,The Glass Bottom Boat,1966
3145,Cradle Will Rock,1999
3146,Deuce Bigalow: Male Gigolo,1999
3147,The Green Mile,1999
3148,The Cider House Rules,1999
3149,Diamonds,1999
3150,Punisher: War Zone,2008
3151,The Bat Whispers,1930
3152,The Last Picture Show,1971
3153,The 7th Voyage of Sinbad,1958
3154,Blood on the Sun,1945
3155,Anna and the King,1999
3156,Bicentennial Man,1999
3157,Stuart Little 2,2002
3158,Jing Ke ci Qin Wang,1998
3159,Fantasia/2000,1999
3160,Magnolia,1999
3161,Onegin,1999
3162,Simpatico,1999
3163,Topsy-Turvy,1999
3165,3-4 x jûgatsu,1990
3166,Brenda Starr,1989
3167,Carnal Knowledge,1971
3168,Easy Rider,1969
3169,The Falcon and the Snowman,1985
3171,Room at the Top,1959
3172,Ulisse,1954
3173,Any Given Sunday,1999
3174,Man on the Moon,1999
3175,Galaxy Quest,1999
3176,The Talented Mr. Ripley,1999
3177,Next Friday,2000
3178,The Hurricane,1937
3179,Angela's Ashes,1999
3180,Play It to the Bone,1999
3181,Titus,1999
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999
3183,The Third Miracle,1999
3184,Scarface,1983
3185,Snow Falling on Cedars,1999
3186,"Girl, Interrupted",1999
3188,The Life and Times of Hank Greenberg,1998
3189,My Dog Skip,2000
3190,Supernova,2000
3191,The Quarry,1998
3192,Theeviravaathi: The Terrorist,1998
3193,Heavenly Creatures,1994
3194,The Way We Were,1973
3195,Tess of the Storm Country,1922
3196,Stalag 17,1953
3197,The Presidio,1988
3198,Papillon,1973
3199,Pal Joey,1957
3200,The Last Detail,1973
3201,Five Easy Pieces,1970
3202,Auch Zwerge haben klein angefangen,1970
3203,Dead Calm,1989
3204,The Boys from Brazil,1978
3205,La maschera del demonio,1960
3206,Against All Odds,1984
3207,The Snows of Kilimanjaro,1952
3208,Loaded Weapon 1,1993
3209,The Loves of Carmen,1948
3210,Fast Times at Ridgemont High,1982
3211,Evil Angels,1988
3213,Batman: Mask of the Phantasm,1993
3214,American Flyers,1985
3215,Voyage of the Damned,1976
3216,Vampiros lesbos,1971
3217,A Star Is Born,1937
3218,Poison,1991
3219,Pacific Heights,1990
3220,Night Tide,1961
3221,The Draughtsman's Contract,1982
3222,U-Carmen e-Khayelitsha,2005
3223,A Zed & Two Noughts,1985
3224,Suna no onna,1964
3225,Down to You,2000
3226,Hellhounds on My Trail: The Afterlife of Robert Johnson,2000
3230,The Odessa File,1974
3231,The Saphead,1920
3232,Seven Chances,1925
3235,Where the Buffalo Roam,1980
3237,Falkens öga,1998
3238,Eye of the Beholder,1999
3239,Isn't She Great,2000
3240,The Big Tease,1999
3241,Phörpa,1999
3242,Santitos,1999
3243,Encino Man,1992
3244,The Goodbye Girl,1977
3245,Soy Cuba,1964
3246,Malcolm X,1992
3247,Sister Act,1992
3248,Sister Act 2: Back in the Habit,1993
3249,The Hand That Rocks the Cradle,1992
3250,Alive,1993
3251,Agnes of God,1985
3252,Scent of a Woman,1992
3253,Wayne's World,1992
3254,Wayne's World 2,1993
3255,A League of Their Own,1992
3256,Patriot Games,1992
3257,The Bodyguard,1992
3258,Death Becomes Her,1992
3259,Far and Away,1992
3260,Howards End,1992
3261,Singles,1992
3262,Twin Peaks: Fire Walk with Me,1992
3263,White Men Can't Jump,1992
3264,Buffy the Vampire Slayer,1992
3265,Lat sau san taam,1992
3266,C'est arrivé près de chez vous,1992
3267,El mariachi,1992
3268,Stop! Or My Mom Will Shoot,1992
3269,Forever Young,1992
3270,The Cutting Edge,1992
3271,Of Mice and Men,1992
3272,Bad Lieutenant,1992
3273,Scream 3,2000
3274,Single White Female,1992
3275,The Boondock Saints,1999
3276,Gun Shy,2000
3278,Gendernauts - Eine Reise durch die Geschlechter,1999
3280,Gone Baby Gone,2007
3281,The Brandon Teena Story,1998
3282,Different for Girls,1996
3283,Minnie and Moskowitz,1971
3284,They Might Be Giants,1971
3285,The Beach,2000
3286,Snow Day,2000
3287,The Tigger Movie,2000
3289,Yi ge dou bu neng shao,1999
3292,The Big Combo,1955
3293,Conceiving Ada,1997
3294,Eaten Alive,1977
3295,Raining Stones,1993
3296,"To Sir, with Love",1967
3298,Boiler Room,2000
3300,Pitch Black,2000
3301,The Whole Nine Yards,2000
3302,Beautiful People,1999
3303,Black Tar Heroin: The Dark End of the Street,2000
3304,Blue Collar Comedy Tour: The Movie,2003
3305,Bluebeard,1944
3306,Monty Python's Flying Circus,1969
3307,City Lights,1931
3308,The Flamingo Kid,1984
3309,A Dog's Life,1918
3310,The Karate Kid,1984
3311,The Man from Laramie,1955
3313,Class Reunion,1982
3314,The Big Trees,1952
3315,Happy Go Lovely,1951
3316,Reindeer Games,2000
3317,Wonder Boys,2000
3318,Deterrence,1999
3319,Judy Berlin,1999
3320,Mifunes sidste sang,1999
3322,3 Strikes,2000
3323,Chain of Fools,2000
3324,Drowning Mona,2000
3325,The Next Best Thing,2000
3326,What Planet Are You From?,2000
3327,Beyond the Mat,1999
3328,Ghost Dog: The Way of the Samurai,1999
3329,The Year My Voice Broke,1987
3330,Splendor in the Grass,1961
3331,My Tutor,1983
3332,The Legend of Lobo,1962
3333,The Killing of Sister George,1968
3334,Key Largo,1948
3335,Jailbait,2004
3336,It Happened Here,1965
3337,I'll Never Forget What's'isname,1967
3338,For All Mankind,1989
3339,Cross of Iron,1977
3340,Bride of the Monster,1955
3341,Born Yesterday,1950
3342,Birdy,1984
3343,Et Dieu... créa la femme,1956
3344,Blood Feast,1963
3345,"Charlie, the Lonesome Cougar",1967
3347,Never Cry Wolf,1983
3348,The Night Visitor,1971
3349,The Perils of Pauline,1947
3350,A Raisin in the Sun,1961
3351,Two Thousand Maniacs!,1964
3352,Brown's Requiem,1998
3353,The Closer You Get,2000
3354,Mission to Mars,2000
3355,The Ninth Gate,1999
3357,Est - Ouest,1999
3358,Defending Your Life,1991
3359,Breaking Away,1979
3360,Hoosiers,1986
3361,Bull Durham,1988
3362,Dog Day Afternoon,1975
3363,American Graffiti,1973
3364,The Asphalt Jungle,1950
3365,The Searchers,1956
3367,The Devil's Brigade,1968
3368,The Big Country,1958
3369,Mélodie en sous-sol,1963
3370,The Betrayal - Nerakhoon,2008
3371,Bound for Glory,1976
3372,The Bridge at Remagen,1969
3373,Buck and the Preacher,1972
3374,Daughters of the Dust,1991
3375,Destination Moon,1950
3376,La nuit fantastique,1942
3377,Hangmen Also Die!,1943
3378,Der Unhold,1996
3379,The Beach,2000
3380,Railroaded!,1947
3384,The Taking of Pelham One Two Three,1974
3385,Volunteers,1985
3386,JFK,1991
3387,Who's Harry Crumb?,1989
3388,Harry and the Hendersons,1987
3389,Let's Get Harry,1986
3390,Shanghai Surprise,1986
3391,Who's That Girl,1987
3392,She-Devil,1989
3393,Date with an Angel,1987
3394,Blind Date,1987
3395,Nadine,1987
3396,The Muppet Movie,1979
3397,The Great Muppet Caper,1981
3398,The Muppets Take Manhattan,1984
3399,Sesame Street Presents: Follow that Bird,1985
3400,We're Back! A Dinosaur's Story,1993
3401,Baby: Secret of the Lost Legend,1985
3402,Turtle Diary,1985
3403,Raise the Titanic,1980
3404,Titanic,1997
3405,A Night to Remember,1958
3406,Captain Horatio Hornblower R.N.,1951
3407,Les convoyeurs attendent,1999
3408,Erin Brockovich,2000
3409,Final Destination,2000
3410,Soft Fruit,1999
3412,L'ours,1988
3413,Deep Impact,1998
3414,Love Is a Many-Splendored Thing,1955
3415,Zerkalo,1975
3417,The Crimson Pirate,1952
3418,Thelma & Louise,1991
3419,Something for Everyone,1970
3420,...And Justice for All.,1979
3421,Animal House,1978
3422,She's Gotta Have It,1986
3423,School Daze,1988
3424,Do the Right Thing,1989
3425,Mo' Better Blues,1990
3426,Jungle Fever,1991
3427,Coogan's Bluff,1968
3428,Resurrecting the Champ,2007
3429,Creature Comforts,1989
3430,Death Wish,1974
3431,Death Wish,1974
3432,Death Wish 3,1985
3433,Death Wish 4: The Crackdown,1987
3434,Death Wish V: The Face of Death,1994
3435,Double Indemnity,1944
3436,Dying Young,1991
3437,Cool as Ice,1991
3438,Teenage Mutant Ninja Turtles,1990
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
3440,Teenage Mutant Ninja Turtles III,1993
3441,Red Dawn,1984
3442,Band of the Hand,1986
3443,Born American,1986
3444,Bloodsport,1988
3445,Eyes of Laura Mars,1978
3446,Funny Bones,1995
3447,The Good Earth,1937
3448,"Good Morning, Vietnam",1987
3449,The Good Mother,1988
3450,Grumpy Old Men,1993
3451,Guess Who's Coming to Dinner,1967
3452,Romeo Must Die,2000
3453,Here on Earth,2000
3454,Whatever It Takes,2000
3455,Buddy Boy,1999
3456,Rang-e khoda,1999
3457,Waking the Dead,2000
3458,Blood and Sand,1922
3459,Gothic,1986
3461,Lord of the Flies,1990
3462,Modern Times,1936
3463,Last Resort,2000
3464,Solar Crisis,1990
3465,That's Life!,1986
3466,Heart and Souls,1993
3467,Hud,1963
3468,The Hustler,1961
3469,Inherit the Wind,1960
3470,Dersu Uzala,1975
3471,Close Encounters of the Third Kind,1977
3472,The City of the Dead,1960
3473,Jonas qui aura 25 ans en l'an 2000,1976
3474,Retroactive,1997
3475,A Place in the Sun,1951
3476,Jacob's Ladder,1990
3477,Empire Records,1995
3478,La Bamba,1987
3479,Ladyhawke,1985
3480,Lucas,1986
3481,High Fidelity,2000
3483,The Road to El Dorado,2000
3484,The Skulls,2000
3485,Macchie solari,1975
3486,Devil Girl from Mars,1954
3487,The Road to El Dorado,2000
3489,Hook,1991
3490,Horror Express,1972
3491,My Chauffeur,1986
3492,The Son of the Sheik,1926
3494,True Grit,1969
3495,Roadside Prophets,1992
3496,Madame Sousatzka,1988
3497,Max Dugan Returns,1983
3498,Midnight Express,1978
3499,Misery,1990
3500,Mr. Saturday Night,1992
