libro,usuario,puntuacion,svd,knn
lolita,183,6.0,6.24,6.91
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,16,7.0,7.43,8.7
chaman,108,8.0,7.82,7.5
la-casa-del-proposito-especial,145,8.0,8.05,6.97
asalto-a-las-panaderias,43,7.0,7.1,7.02
las-lagrimas-de-claire-jones,92,6.0,6.1,6.82
la-buena-tierra,1977,10.0,9.53,10.0
poderes,176,7.0,6.96,7.07
viaje-al-centro-de-la-tierra,201,9.0,8.56,7.16
los-santos-inocentes,170,10.0,9.84,9.6
no-soy-un-monstruo,44,6.0,6.53,7.04
un-rey-golpe-a-golpe-biografia-no-autorizada-de-juan-carlos-de-borbon,206,5.0,5.36,6.75
el-exilio-trilogia-del-elfo-oscuro-2,268,9.0,8.91,8.9
crisis-infinita,102,6.0,6.15,6.8
moros-y-cristianos-la-gran-aventura-de-la-espana-medieval,126,9.0,8.92,7.48
el-celoso-extremeno,126,10.0,9.84,7.48
grimpow-y-la-bruja-de-la-estirpe-serie-infinita,1630,6.0,6.42,7.0
noche-de-guerra-en-el-museo-del-prado-el-hombre-deshabitado,143,2.0,2.86,7.1
el-poder-del-perro,171,9.0,8.85,9.35
rambo-acorralado-primera-sangre,261,9.0,8.75,8.15
el-mundo,154,4.0,4.39,7.18
los-buenos-dias-perdidos-anillos-para-una-dama,273,6.0,6.5,7.79
las-tormentas-del-48,254,8.0,7.72,7.39
el-corazon-de-las-tinieblas,169,8.0,7.92,5.87
munecas-rotas,92,7.0,6.98,6.82
atrapados-1,44,6.0,6.42,6.73
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,962,4.0,4.07,5.27
los-litigantes,62,5.0,5.19,6.97
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,116,6.0,5.89,7.32
come-reza-ama,128,8.0,7.92,6.39
intemperie-2,21,8.0,7.9,7.32
obras-completas-de-sally-mara,288,5.0,5.21,6.92
papillon,610,10.0,9.78,8.54
voces-de-chernobil-cronica-del-futuro,2,6.0,6.95,8.37
danza-de-dragones-cancion-de-hielo-y-fuego-5,205,6.0,6.28,7.52
tuareg,219,8.0,7.88,7.12
wilt,4,2.0,2.53,6.51
donde-fuimos-invencibles,158,8.0,7.94,7.44
a-grandes-males,44,7.0,7.03,6.73
cuatro-dias-de-enero,218,7.0,6.92,7.02
2001-una-odisea-espacial,2045,10.0,9.24,9.87
el-conde-de-montecristo,2749,10.0,9.67,9.02
un-estado-del-malestar,151,7.0,6.88,6.81
crematorio,204,5.0,4.97,6.39
la-voz-dormida,22,10.0,9.65,8.67
28-dias,29,8.0,7.94,7.86
mi-planta-de-naranja-lima,235,8.0,8.19,7.69
cazadores-de-sombras-4-ciudad-de-los-angeles-caidos,176,8.0,7.79,7.07
mas-alla-del-jardin,145,8.0,7.71,6.86
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,1166,8.0,8.57,8.68
el-juego-de-ender,312,8.0,8.13,6.57
dos-crimenes,1478,6.0,6.58,7.0
la-ciudad-y-los-perros,111,8.0,7.61,7.95
un-asesino-en-tu-sombra,295,9.0,8.81,7.56
la-huella,176,6.0,6.29,7.07
harry-potter-y-la-piedra-filosofal,111,8.0,7.83,7.91
las-ventanas-del-cielo,107,6.0,6.44,7.75
el-laberinto,176,8.0,8.05,7.07
la-costa-de-alabastro,131,8.0,7.94,8.12
los-asesinos-del-emperador,309,8.0,8.1,8.95
la-rubia-del-hormigon,45,6.0,6.23,7.0
la-carta-robada-y-otros-relatos-de-misterio-los-crimenes-de-la-rue-morgue-el-misterio-de-marie-roget-club-del-misterio,513,6.0,6.25,6.96
los-dones,176,7.0,7.0,7.07
la-nostalgia-del-limonero,236,9.0,8.96,8.7
a-orillas-del-rio-piedra-me-sente-y-llore,209,6.0,6.01,5.57
la-herencia-de-eszter,8,8.0,7.93,7.88
la-habitacion-de-la-torre-13-cuentos-de-fantasmas,126,6.0,6.12,7.48
el-coronel-no-tiene-quien-le-escriba,1930,6.0,5.99,5.75
la-espada-de-cristal-la-reina-roja-2,410,8.0,8.18,8.33
puerto-escondido,169,5.0,5.46,6.92
ultima-llamada-vuelo-cw0764,77,4.0,4.24,7.25
cronica-del-pajaro-que-da-cuerda-al-mundo,91,8.0,8.01,7.91
vatanescu-y-la-liebre,244,6.0,6.2,7.13
la-historia-interminable,2008,8.0,7.88,8.63
la-caza-del-carnero-salvaje,681,8.0,7.43,7.77
momo,309,8.0,7.59,8.15
la-mujer-es-una-isla,151,5.0,5.36,6.81
el-callejon-de-los-milagros,204,7.0,7.11,7.25
duma-key,22,8.0,7.9,7.71
la-invencion-de-la-naturaleza-el-nuevo-mundo-de-alexander-von-humboldt,262,8.0,7.71,7.28
el-pistolero-la-torre-oscura-i,268,7.0,6.66,7.53
tiempo-de-silencio,137,4.0,3.87,6.8
un-mundo-feliz-nueva-visita-a-un-mundo-feliz,305,8.0,7.74,7.04
preguntale-al-polvo,204,7.0,6.96,6.39
el-silencio-del-bosque,145,8.0,7.81,6.86
harry-potter-y-el-prisionero-de-azkaban,64,10.0,9.93,7.7
el-club-de-los-canallas,244,7.0,6.88,7.13
el-jurado,176,7.0,7.08,7.36
platero-y-yo,234,9.0,8.21,7.46
la-conjura-de-los-necios,216,9.0,8.29,7.52
el-tercer-gemelo,44,6.0,6.2,6.08
irene-un-caso-del-comandante-camille-verhoeven-1,242,9.0,7.76,7.2
alfonso-x-el-sabio-la-forja-de-la-espana-moderna,156,7.0,6.96,6.98
la-insoportable-levedad-del-ser,216,7.0,6.42,6.77
harry-potter-y-el-misterio-del-principe,35,8.0,8.69,8.44
fortunata-y-jacinta,215,10.0,9.68,7.76
cujo,242,7.0,6.85,6.42
el-misterio-de-salem-s-lot,131,9.0,8.99,8.7
lope-la-furia-del-fenix,126,8.0,7.97,7.48
cuentos-de-amor-1,88,6.0,6.19,7.25
el-temor-de-un-hombre-sabio,309,9.0,8.66,7.7
reconstruyendo-a-amelia,158,7.0,6.87,7.6
el-tragaluz,305,7.0,7.04,7.04
el-valle-de-las-munecas,230,8.0,7.93,7.65
si-esto-es-un-hombre,88,8.0,8.26,8.11
pantaleon-y-las-visitadoras,300,6.0,6.21,6.9
un-mundo-feliz,171,7.0,7.09,8.34
la-marca-del-meridiano,143,7.0,7.25,7.41
la-metamorfosis,274,8.0,7.82,8.05
el-poder-y-la-gloria-1,201,6.0,6.11,7.26
el-senor-de-los-anillos-iii-el-retorno-del-rey,68,7.0,7.25,7.48
la-amiga-estupenda-dos-amigas-1,55,8.0,7.31,7.38
la-sombra-del-aguila,300,10.0,9.5,6.89
la-edad-de-la-duda,39,6.0,6.27,6.47
pandemia-3,44,7.0,7.12,6.73
la-magia-de-ser-nosotros,173,9.0,8.99,7.43
la-nieta-de-la-maharani,88,6.0,6.25,7.25
armagedon-2012-las-profecias-mayas-del-fin-del-mundo,176,5.0,5.33,7.07
el-plan-infinito,108,8.0,7.78,7.42
la-patente-de-corso-serie-aubrey-y-maturin-xii,126,5.0,5.19,7.48
un-polvo-en-condiciones,167,10.0,9.89,7.6
la-tienda-de-palabras,32,6.0,6.27,7.44
el-claro-de-los-trece-perros,4,7.0,6.97,6.57
apocalipsis,2297,10.0,9.73,9.99
hijos-del-ancho-mundo,201,5.0,5.35,7.26
el-guardian-entre-el-centeno,102,8.0,7.8,6.62
ben-hur,169,9.0,8.86,7.88
los-pinaculos-del-cielo,176,7.0,7.04,7.07
el-lenguaje-de-las-flores,209,7.0,7.01,6.63
el-libro-de-los-amores-ridiculos,43,7.0,7.06,7.0
los-reyes-malditos-vi-la-flor-de-lis-y-el-leon,254,9.0,8.79,7.39
un-paso-en-falso-2,176,8.0,7.76,7.07
un-mundo-sin-fin-los-pilares-de-la-tierra-2,128,7.0,6.78,7.33
el-gato,133,9.0,8.86,9.11
1080-recetas-de-cocina,399,10.0,9.49,8.67
el-misterioso-senor-brown,207,6.0,6.14,6.64
mujercitas,220,7.0,6.93,6.85
la-sinfonia-del-tiempo,169,5.0,5.18,6.79
ready-player-one,244,8.0,7.36,7.55
historia-oficial-del-amor,8,8.0,7.86,7.88
la-caida-de-los-reinos,116,3.0,3.47,6.67
libros-de-sangre-ii,77,5.0,5.16,7.25
vestido-de-novia,134,5.0,5.15,7.15
gemelas,176,6.0,6.18,7.07
el-arte-de-no-amargarse-la-vida-las-claves-del-cambio-psicologico-y-la-transformacion-personal,285,8.0,7.56,7.56
el-amor-en-los-tiempos-del-colera-2,22,7.0,7.73,8.56
el-viejo-y-el-mar,292,8.0,7.91,7.74
fresa-y-chocolate,88,7.0,6.96,7.25
la-biblia-de-barro,537,6.0,5.64,5.93
el-temor-de-la-fundacion,915,6.0,7.09,9.0
aguilas-en-guerra,235,8.0,7.71,7.9
imperiofobia-y-leyenda-negra-roma-rusia-estados-unidos-y-el-imperio-espanol,255,9.0,8.61,6.21
navidades-tragicas,110,5.0,5.43,6.72
vientos-de-intriga,126,10.0,9.85,7.48
el-impostor-4,276,8.0,7.53,6.55
ensayo-sobre-la-ceguera,3312,10.0,9.77,10.0
el-mozarabe,68,7.0,6.85,6.38
rosa-de-fuego-1,2035,7.0,7.03,8.5
la-fabrica-de-las-sombras,20,10.0,9.37,6.82
corazon,1424,8.0,7.51,2.95
nunca-me-abandones,510,5.0,5.31,6.47
tengo-que-matarte-otra-vez,249,8.0,7.73,7.02
una-columna-de-fuego-los-pilares-de-la-tierra-3,61,7.0,6.71,5.81
la-tienda,125,7.0,7.0,7.07
la-estrella-mas-brillante,402,6.0,5.96,5.85
cincuenta-sombras-mas-oscuras-trilogia-cincuenta-sombras-2,65,7.0,6.06,4.55
los-crimenes-de-oxford,8,7.0,7.28,8.14
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,138,8.0,7.93,8.54
el-mercader-de-venecia-1,0,9.0,8.51,7.61
lo-bello-y-lo-triste,153,7.0,7.25,7.89
vestido-de-novia,8,7.0,7.34,7.84
teoria-king-kong,128,9.0,8.69,6.93
el-misterio-de-la-cripta-embrujada,162,7.0,6.49,6.78
madame-bovary,203,6.0,6.64,7.21
luces-de-bohemia,553,6.0,5.47,5.53
el-dia-del-watusi,276,7.0,6.97,7.22
braveheart,102,6.0,6.1,6.8
el-nino-con-el-pijama-de-rayas,296,8.0,8.0,7.19
la-historia-interminable,918,6.0,6.11,6.52
nuestra-senora-de-paris,2711,7.0,7.43,8.03
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,526,10.0,9.66,7.35
el-club-de-la-lucha,309,6.0,6.35,6.17
rebelion-en-la-granja,603,10.0,9.67,8.4
leon-el-africano,235,7.0,7.67,8.51
el-fuego-invisible,300,4.0,4.26,4.83
el-valle-de-los-avasallados,276,7.0,7.02,7.22
el-temor-de-un-hombre-sabio,145,8.0,8.14,7.0
la-chica-del-tren,162,7.0,7.07,6.61
el-caballero-de-la-armadura-oxidada,1927,8.0,7.88,7.75
la-mujer-de-los-mil-secretos,271,6.0,6.0,6.5
las-luces-de-septiembre,22,7.0,6.98,6.94
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,303,8.0,8.39,7.78
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,8,9.0,8.5,8.59
la-desaparicion-de-stephanie-mailer,660,1.0,1.37,3.47
el-diario-de-ana-frank,309,7.0,6.51,7.7
el-viaje-de-sus-vidas,20,7.0,7.0,6.82
cia-historia-de-la-compania,139,6.0,6.3,7.01
si-tu-me-dices-ven-lo-dejo-todo-pero-dime-ven,385,4.0,4.28,6.04
el-periodista-deportivo,138,7.0,6.97,7.24
el-senor-de-los-anillos,277,9.0,8.74,8.45
decameron-1,32,9.0,8.75,7.44
la-sonrisa-etrusca,76,8.0,7.66,8.1
la-celestina-comedia-o-tragicomedia-de-calisto-y-melibea,305,9.0,8.83,6.62
misery,106,8.0,7.83,7.9
alas-negras-sobre-terrenate,255,6.0,6.03,6.21
el-coronel-no-tiene-quien-le-escriba,2864,6.0,5.93,3.22
la-ley-del-amor,300,3.0,3.45,6.68
blade-runner-suenan-los-androides-con-ovejas-electricas,253,8.0,7.86,8.11
patria,265,10.0,9.61,9.42
franziska-linkerhand,201,9.0,8.77,7.26
el-cuento-numero-trece,107,8.0,7.59,7.5
un-tal-lucas,1670,6.0,6.53,7.0
el-lado-oscuro-del-adios,277,8.0,7.94,6.92
historia-de-dos-ciudades,253,8.0,7.9,8.07
sueno-de-una-noche-de-verano,102,7.0,7.07,6.8
oblomov,67,8.0,7.97,7.31
la-conjura-de-los-necios,293,6.0,6.26,6.92
una-desolacion,4,3.0,3.35,6.57
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,2218,6.0,6.14,6.5
el-defensa-del-imperio-los-ejercitos-de-felipe-iv-y-la-guerra-por-la-hegemonia-europea-1635-1659,126,10.0,9.86,7.48
sonetos-del-amor-oscuro-divan-del-tamarit,32,9.0,8.79,7.44
la-formacion-de-inglaterra,254,8.0,7.68,7.39
sumision,138,6.0,6.12,6.26
la-alternativa-del-diablo,141,6.0,6.06,6.69
en-tiempo-de-halcones,169,7.0,6.84,6.79
el-malentendido-1,88,7.0,7.05,7.25
el-otono-aleman,22,7.0,7.07,7.71
la-hija-de-vercingetorix,62,8.0,7.87,6.97
la-princesa-de-eboli,126,7.0,6.9,5.79
sobre-los-huesos-de-los-muertos,13,9.0,8.8,5.21
mas-muerto-que-nunca-true-blood,279,7.0,7.29,7.57
el-hombre-en-busca-de-sentido,290,9.0,8.23,7.66
la-noria-1,201,9.0,8.76,7.26
choque-de-reyes-cancion-de-hielo-y-fuego-2,635,8.0,8.09,8.51
sinuhe-el-egipcio,38,8.0,8.03,7.41
el-poni-rojo,88,8.0,7.85,7.25
el-alma-de-las-piedras,509,10.0,9.0,8.76
la-devocion-del-sospechoso-x,151,8.0,7.73,6.81
un-buen-chico,23,7.0,7.2,7.91
el-cartero-siempre-llama-dos-veces,22,7.0,7.51,7.73
la-novia-gitana,277,9.0,8.94,7.44
el-secreto-del-tio-oscar,268,7.0,7.13,7.76
una-voz-en-la-noche,39,6.0,5.84,6.47
ubik,312,6.0,5.94,6.07
esqueleto-ladron,300,8.0,7.83,6.68
en-busca-del-unicornio,235,7.0,7.26,7.78
sangre-derramada,2882,3.0,3.65,1.74
el-ancho-mar-de-los-sargazos,156,8.0,7.57,6.98
el-collar-del-neandertal,156,8.0,7.96,6.98
diana-o-la-cazadora-solitaria,8,8.0,7.85,7.88
el-senor-presidente,85,6.0,6.28,6.76
hielo-y-cenizas,145,8.0,7.8,6.86
los-grope,43,6.0,6.1,7.02
palido-monstruo,92,6.0,6.03,6.82
bodas-de-sangre,305,8.0,7.96,7.26
claro-de-luna-1,311,7.0,6.72,6.2
la-velocidad-de-la-luz,2465,9.0,8.52,8.58
adios-muneca,629,8.0,7.85,9.0
el-paraiso-en-la-otra-esquina,22,8.0,7.88,8.05
el-aleph,581,8.0,8.22,7.15
milena-o-el-femur-mas-bello-del-mundo,44,6.0,5.39,4.61
el-clan-del-oso-cavernario-los-hijos-de-la-tierra-i,108,9.0,8.74,8.01
el-escarabajo-de-oro,0,7.0,7.12,7.34
loca-por-las-compras,154,6.0,6.13,7.18
rebelion-en-la-granja,1666,10.0,9.62,10.0
sapiens-de-animales-a-dioses-una-breve-historia-de-la-humanidad,208,8.0,8.22,8.3
las-legiones-malditas,255,8.0,7.89,7.72
que-mala-es-la-gente,62,9.0,8.75,6.97
series-que-estan-cambiando-nuestra-vida,62,5.0,5.25,6.97
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,107,10.0,10.0,8.45
kafka-en-la-orilla,88,8.0,7.82,7.69
la-nena,295,8.0,8.1,7.99
la-sangre-manda,243,8.0,7.65,7.06
la-legion-perdida-el-sueno-de-trajano,300,9.0,8.75,8.18
proyecto-kraken,228,7.0,6.92,7.16
un-lugar-llamado-nada,4,6.0,5.91,6.57
mar-de-fuego,22,7.0,7.18,6.77
politica-del-rebelde-tratado-de-resistencia-e-insumision,274,7.0,7.43,7.78
el-jilguero,201,7.0,7.44,8.15
la-musica-del-silencio,305,6.0,5.84,4.52
sidi-un-relato-de-frontera,45,7.0,7.12,7.54
el-signo-de-los-cuatro,273,7.0,7.51,7.36
uno,121,6.0,6.15,6.06
cronicas-marcianas,312,6.0,6.04,6.38
la-fuerza-del-destino,305,6.0,6.24,7.04
jaque-al-psicoanalista,354,6.0,6.36,7.14
corazon-tan-blanco,92,6.0,6.09,7.18
el-camino,346,10.0,9.86,8.75
por-favor-sea-feliz,230,9.0,8.68,7.65
la-lozana-andaluza,305,5.0,5.33,7.04
el-camino,2234,8.0,8.12,8.93
el-clan-del-oso-cavernario-los-hijos-de-la-tierra-i,235,7.0,7.7,8.54
el-predicador,201,8.0,7.89,7.26
nuestra-senora-de-paris,145,8.0,7.84,7.87
el-tiempo-mientras-tanto,13,7.0,6.94,5.21
cronicas-marcianas,124,8.0,7.94,7.5
tormenta,68,5.0,5.25,6.38
mitos-nordicos-1,131,8.0,8.11,8.12
lo-que-el-viento-se-llevo,271,6.0,6.06,7.4
rapsodia-gourmet-una-golosina,151,6.0,6.22,6.81
los-cazadores-de-mamuts-los-hijos-de-la-tierra-iii,254,8.0,8.08,7.22
ensayo-sobre-la-ceguera,183,8.0,7.74,7.15
las-legiones-malditas,21,8.0,8.16,8.49
el-heredero-6,35,9.0,8.81,7.56
estaciones-de-paso,154,6.0,5.91,6.05
el-autobus-perdido,144,8.0,7.81,7.19
harry-potter-y-la-piedra-filosofal,130,7.0,6.97,6.87
bajo-un-cielo-escarlata,200,4.0,4.76,6.95
historia-de-una-escalera,271,6.0,6.07,7.19
tragedia-en-tres-actos,110,6.0,6.1,6.73
uno-mas-en-la-familia-un-paseo-nostalgico-por-las-series-televisivas,62,7.0,7.01,6.97
y-entonces-sucedio-algo-maravilloso,2140,9.0,8.62,8.67
una-educacion,249,10.0,9.59,7.95
la-busca,45,7.0,7.12,7.78
sangre-o-amor,35,6.0,6.73,7.56
la-sal-de-la-tierra,1201,8.0,8.16,8.55
no-te-escondo-nada,60,5.0,5.08,7.02
lo-que-no-te-mata-te-hace-mas-fuerte-millennium-iv,170,10.0,9.8,8.61
el-guardian-invisible-trilogia-del-baztan-1,213,7.0,7.39,7.95
el-curioso-incidente-del-perro-a-medianoche,181,7.0,6.84,8.04
la-hermandad-de-los-libreros-muertos,1763,10.0,9.35,10.0
pretoriano-libro-xi-de-quinto-licinio-cato,232,6.0,6.08,7.35
el-camino,199,10.0,10.0,7.69
las-meninas,305,8.0,7.88,7.04
kafka-en-la-orilla,160,8.0,7.97,8.56
asterix-y-los-godos,271,8.0,7.96,6.81
el-hilo-azul,201,10.0,9.63,7.26
un-mundo-feliz,255,8.0,7.65,6.46
la-lapida-templaria,172,7.0,6.69,5.67
el-senor-de-los-anillos-i-la-comunidad-del-anillo,111,6.0,6.28,7.54
el-estudiante,32,7.0,7.06,7.52
batman-arkham-asylum,312,6.0,6.07,6.07
waslala-la-busqueda-de-una-civilizacion-perdida,88,6.0,6.15,7.25
apocalipsis,964,6.0,6.49,7.83
la-historia-interminable,3102,9.0,8.61,5.52
privado-de-titulo,204,7.0,6.96,6.39
farina,206,7.0,7.12,6.77
hombres-buenos,80,8.0,7.99,7.89
palida-como-la-luna,159,5.0,5.33,6.96
el-paciente,151,9.0,8.47,7.21
seremos-recuerdos,53,8.0,7.51,6.6
los-chicos-que-cayeron-en-la-trampa,493,8.0,7.88,7.58
asterix-y-los-godos,141,8.0,7.81,6.97
justine-o-los-infortunios-de-la-virtud,309,6.0,6.51,7.5
alexandros-i-el-hijo-del-sueno,0,7.0,7.13,7.34
el-sueno-de-una-bruja,151,6.0,6.18,6.81
el-secreto-de-black-rabbit-hall,374,8.0,7.57,7.25
sunset-park,4,6.0,6.22,6.47
el-jilguero,305,6.0,6.3,7.93
el-diario-de-ana-frank,122,8.0,7.85,7.01
el-guardian-invisible-trilogia-del-baztan-1,90,6.0,6.43,6.61
la-isla-bajo-el-mar,300,7.0,7.16,6.9
la-tela-de-arana,274,6.0,6.76,7.78
ensayo-sobre-la-ceguera,1644,10.0,9.85,10.0
zapatos-rojos-para-saltar-en-los-charcos,230,9.0,8.62,7.65
la-casa-alemana,640,7.0,6.81,6.52
el-club-dumas-la-novena-puerta,159,5.0,5.57,6.5
memoria-de-mis-putas-tristes,93,6.0,6.09,5.72
1984,90,5.0,5.51,7.11
guardias-guardias,102,8.0,7.86,6.84
nubes-de-ketchup,273,8.0,8.16,7.79
primavera-cruel-un-caso-del-inspector-ernesto-trevejo,20,5.0,5.19,6.82
dracula,60,5.0,5.89,7.45
mafalda-4,176,8.0,8.03,7.07
la-delicadeza,13,8.0,7.68,5.55
la-buena-reputacion,995,6.0,6.81,7.53
un-final-perfecto,162,7.0,6.78,5.77
el-origen-perdido,91,7.0,6.5,6.66
solos-tomo-1,62,7.0,7.0,6.97
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,296,9.0,8.63,7.87
intemperie-2,204,6.0,6.37,6.71
luna-de-miel-1,126,8.0,7.98,7.48
al-otro-lado-de-la-niebla,22,7.0,7.2,7.71
el-diablo-embotellado,0,7.0,7.27,7.34
sensatez-y-sentimiento,2102,7.0,7.13,7.88
el-negro-del-narciso,126,10.0,9.85,7.48
sangre-en-la-calle-del-turco,126,9.0,8.96,7.48
ojos-de-fuego,90,5.0,5.23,5.55
como-agua-para-chocolate,153,6.0,6.24,7.43
el-tablero-del-mundo,151,6.0,6.07,6.81
el-plan-infinito,2407,10.0,8.8,10.0
el-monje-que-vendio-su-ferrari-una-fabula-espiritual,33,8.0,7.77,6.43
las-aventuras-del-baron-munchausen,201,7.0,7.01,7.26
la-regenta,312,6.0,6.09,6.24
la-invencion-de-morel,68,6.0,5.97,6.03
tranvia-a-la-malvarrosa,201,6.0,6.21,7.26
poesia-completa,300,8.0,7.89,6.68
asterix-gladiador,213,9.0,8.46,7.77
los-enamoramientos,22,6.0,6.8,7.17
cain,85,7.0,6.49,6.52
la-nausea,85,5.0,5.63,5.84
la-muerte-de-ivan-ilich-hadyi-murad,253,8.0,7.99,8.06
el-enigma-de-las-seis-copas,108,6.0,6.2,7.38
entre-visillos,4,8.0,7.91,7.25
espiritus-inquietos,126,8.0,7.98,7.48
sueno-del-fevre,96,8.0,7.8,7.12
la-iglesia,77,5.0,5.18,7.25
la-familia-addams-y-otras-vinetas-de-humor-negro,248,9.0,8.67,6.15
el-viento-por-la-cerradura-una-novela-de-la-torre-oscura,35,8.0,7.57,7.56
yo-cayetana,86,7.0,6.84,5.65
el-coronel-no-tiene-quien-le-escriba,2929,2.0,2.42,1.76
oso,233,7.0,7.06,7.71
el-gran-gatsby,965,3.0,2.9,3.21
al-otro-lado-del-cristal,99,10.0,9.95,8.07
el-manipulador,44,7.0,6.71,6.73
el-club-del-te,201,3.0,3.46,7.26
la-biblia-de-barro,111,5.0,5.05,7.16
guardias-guardias,233,8.0,7.92,7.75
rosy-john-un-caso-del-comandante-camille-verhoeven-3,62,5.0,5.3,6.49
el-septimo-velo,644,1.0,2.08,6.16
ambicion-mortal,230,8.0,7.92,7.65
los-puentes-de-madison-county,201,8.0,8.0,7.89
balzac-y-la-joven-costurera-china,154,8.0,7.74,7.05
expiacion,216,7.0,7.01,7.47
el-sol-de-los-scorta,145,8.0,7.85,6.86
la-insoportable-levedad-del-ser,288,7.0,7.36,6.67
diario-de-un-skin-un-topo-en-el-movimiento-neonazi-espanol,86,8.0,7.77,5.06
la-casa-del-sueno,244,8.0,7.83,7.13
las-cenizas-de-angela,408,9.0,8.85,7.32
hombre-lento,114,8.0,7.99,8.02
lo-que-queda-de-nosotros,88,7.0,7.06,7.25
el-necronomicon,43,6.0,6.23,7.02
sultana-roja,212,6.0,5.98,6.13
blancanieves-debe-morir,273,8.0,7.98,8.02
los-lunes-en-el-ritz,35,8.0,7.81,7.56
el-magico-aprendiz,45,7.0,7.14,7.0
la-princesa-de-hielo,197,7.0,7.19,6.33
memorias-de-una-geisha,171,8.0,7.9,8.42
choque-de-reyes-cancion-de-hielo-y-fuego-2,308,7.0,7.41,7.16
el-senor-de-los-anillos-i-la-comunidad-del-anillo,169,8.0,8.21,6.9
verde-agua,211,7.0,7.02,7.32
a-la-sombra-del-granado,88,6.0,6.19,6.83
si-tu-me-dices-ven-lo-dejo-todo-pero-dime-ven,2480,5.0,5.09,3.57
new-york-new-york-2,21,7.0,6.93,6.99
rebelion-en-la-granja,768,8.0,8.19,8.4
pideme-lo-que-quieras,103,8.0,8.07,8.27
la-alternativa-del-diablo,201,7.0,7.02,7.26
walden-dos-hacia-una-sociedad-cientificamente-construida,1505,7.0,7.5,7.5
matrimonio-de-sabuesos,92,6.0,6.12,6.82
la-biblioteca-secreta,43,7.0,6.87,7.02
la-vidente,271,6.0,6.05,6.5
carrie,86,6.0,6.22,5.89
edad-prohibida,160,10.0,9.55,8.37
el-quijote-apocrifo,126,10.0,9.84,7.48
el-nino-con-el-pijama-de-rayas,284,6.0,5.86,5.96
el-crimen-de-lord-arthur-savile-y-otros-relatos,608,6.0,6.46,6.85
el-arbol-de-la-ciencia,6,6.0,6.77,7.48
cuernos,271,10.0,9.73,6.83
la-ladrona-de-libros,223,7.0,7.27,7.83
querido-diego-te-abraza-quiela,131,8.0,8.13,8.12
el-espanol-y-los-siete-pecados-capitales,4,7.0,7.0,6.57
las-luces-de-septiembre,65,5.0,4.95,5.32
sin-city-1-el-duro-adios,25,8.0,8.16,7.67
el-arbol-de-la-ciencia,220,6.0,6.48,7.07
los-senores-del-tiempo-trilogia-de-la-ciudad-blanca-3,242,6.0,6.22,6.43
conejo-es-rico,271,9.0,8.84,6.5
eleanor-oliphant-esta-perfectamente,297,7.0,7.08,8.28
el-marciano,312,6.0,6.06,6.43
los-ultimos-dias-de-nuestros-padres,39,6.0,6.05,5.78
el-origen-perdido,300,5.0,5.17,5.88
cien-anos-de-soledad,282,7.0,6.72,7.79
cosas-que-los-nietos-deberian-saber,212,7.0,6.96,6.13
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,2486,10.0,9.58,10.0
la-mala-semilla-1,261,8.0,7.99,8.15
memorias-de-adriano,253,9.0,8.56,8.1
la-red-purpura,1776,8.0,8.11,8.45
el-temor-de-un-hombre-sabio,2584,9.0,8.96,9.48
los-sufrimientos-del-joven-werther,966,8.0,8.24,7.85
el-exilio-trilogia-del-elfo-oscuro-2,408,9.0,8.87,8.08
1793,195,9.0,9.01,7.02
la-ladrona-de-libros,233,6.0,6.33,8.29
la-estrategia-del-agua,141,9.0,8.76,7.04
el-senor-de-las-munecas-y-otros-cuentos-de-terror,49,9.0,8.83,7.36
supervivientes-de-stalingrado,161,9.0,8.8,7.51
a-la-sombra-del-granado,169,5.0,5.14,6.36
tuya,49,9.0,8.72,7.36
hablame-bajito,147,6.0,6.01,7.35
lazarillo-de-tormes-anonimo,282,7.0,6.89,6.83
insomnia,28,6.0,6.01,7.1
filos-mortales,126,8.0,7.98,7.48
las-cosas-que-no-nos-dijimos,228,6.0,6.1,6.37
el-gato-que-curaba-corazones,211,6.0,6.41,7.32
la-ciudad-trilogia-medieval-2,1474,10.0,9.31,9.36
diez-negritos,235,7.0,7.5,8.12
cuentos-de-poe,201,9.0,8.84,7.26
leon-el-africano,91,8.0,7.9,8.08
el-puente-de-los-asesinos-alatriste-vii,130,7.0,7.22,7.33
en-el-blanco,96,6.0,6.33,5.63
el-librero-de-kabul,201,8.0,7.79,7.26
viento-y-ceniza,271,5.0,5.12,6.5
christine,268,7.0,7.1,7.41
lazarillo-de-tormes,67,8.0,7.66,7.22
la-condicion-animal,88,8.0,7.86,7.25
batman-barcelona-el-caballero-del-dragon,32,7.0,7.1,7.44
si-pudiera-volver-atras,228,5.0,5.47,7.16
